,text,author,created_at,bio,generator,location,hashtags
137,@ClayTravis I'm part Cherokee and I'm not offended by either. I'm an adult and have more important things to worry about.,JonEugene88,2017-11-28 16:38:16,Galatians 2:20,"{'link': 'http://twitter.com/download/android', 'name': 'Twitter for Android'}",,[]
138,@vir_geaux @nousgnostic @absurdistwords No you are ignorant and yes I used the word the guy use in his tweet.. Neither do I.. I am not offended except by you yourself acting like a child.  The only person who exposes me is myself when I take my towel off in the morning an hey let's see your BIA card then.. Cherokee..,St1tch134,2017-11-28 16:18:03,"Karma enthusiast, Nana raising grandson, Mom of Teddy & Sophie, Combat Veteran (MP/FET), Motorcycle rider, Dabble a bit in the entertainment / modeling world","{'link': 'http://twitter.com', 'name': 'Twitter Web Client'}",,[]
139,"@4YrsToday @realDonaldTrump As a person of Cherokee descent (and raised in the culture), I'm not offended by Trump's comment. I'm offended that Warren stole a scholarship by pretending to be one of us. #GiveBackTheMoney #Fauxcahontas",BarrelProofBull,2017-11-28 08:17:49,Working to improve each day. Investor & fighter IRL. Will probably be banned soon.,"{'link': 'http://twitter.com/download/iphone', 'name': 'Twitter for iPhone'}",,[]
140,@CoreyLMJones Card carrying Cherokee Nation of Oklahoma. I too am not offended! @POTUS is my President! I am very offended by Warren using this lie and wondering why no one checked it!!,bekahdon,2017-11-28 07:29:25,"I didn’t vote for a Saint, I voted for a Leader. Blocked by #CAIR, John Cusack! #TheMighty200 #MAGA #NRA Cancer Survivor, http://PBK.org, ARMY #Vet #WWG1WGA","{'link': 'http://twitter.com/download/iphone', 'name': 'Twitter for iPhone'}",,[]
141,"@RetFFMike @dpfairman @StockMonsterVIP @SenWarren @realDonaldTrump Trump is a fraud and trying fraud the entire planet. Do not use the ""I'm Cherokee, I'm not offended"" BS. Many native Americans are offended and if you're not then you're a disgrace. Get a back bone and stop letting Trump get a pass.",UKrazyFan,2017-11-28 02:40:12,I'm not the one!,"{'link': 'https://mobile.twitter.com', 'name': 'Twitter Web App'}",,[]
142,"Hey Jim, I am a card carrying member of the Cherokee tribe in Oklahoma and I am not offended by the Pocahontas tag but am by her standing on the heritage of our ancestors to advance her career. https://t.co/4XEtv5b42w
WH press sec says ""Pocahontas"" is not a racial slur. (Fact check: it is.) https://t.co/tRW5H7ILcn",LibertyRealty,2017-11-28 02:37:46,Commercial real estate and business finance,"{'link': 'http://twitter.com', 'name': 'Twitter Web Client'}",,[]
143,"@HTLHellcat @BThornton27 @DLoesch I don't know about anyone else, but as a genuine 1/8 descendant of Cherokee ancestors and a veteran, I'm not offended.",_Pray4USA,2017-11-28 02:05:12,"America, appointed by God to be tip of the spear for freedom for all nations. It's a hard job, but somebody's got to do it.","{'link': 'http://twitter.com/download/android', 'name': 'Twitter for Android'}",,[]
144,"@NJ_Joe_14 @4YrsToday @Kindhearted2015 @realDonaldTrump Being only 1/8th Cherokee and definitely have the cheekbones, I am not offended,Just offended that people have defended her lies.",MyGangQfSix,2017-11-28 00:11:47,"#MAGA #SETHRICH #WWG1WWGA 
Many of us live in the real world. PrGun #2ndAmmendment","{'link': 'https://mobile.twitter.com', 'name': 'Twitter Web App'}",,[]
145,@ThePatriot143 I'm descended from Pocahontas on my mother's side and Cherokee on my father's side. No I'm not offended nor do I consider it racist. Then again I'm not a sensitive snowflake.,RavenLan77,2017-11-28 00:08:58,I'm a woman who writes.  No I don't support your god. I have my own.,"{'link': 'http://twitter.com', 'name': 'Twitter Web Client'}",,[]
146,"@RealMarquis7 @fpbfpb1 I'm Creek, hubby Cherokee, not offended by Trump, both voted and support him. Democrats create slavery.",JailThem,2017-11-27 23:03:13,"Ephesians 6:10-11, be strong in the Lord and in his mighty power. Put on the full armor of God, so that you can take your stand against the devil’s schemes.","{'link': 'https://mobile.twitter.com', 'name': 'Twitter Web App'}",,[]
147,@JoyAnnReid I am Cherokee and funny I am not offended. Why should you be? The past is the past and the liberals keep using it shen it suits you. The damn Democrats were the ones that moved the Cherokees out and took the land. How does that fit into you history lesson?,stanscott53,2017-11-27 23:02:07,"Just a Social Studies Teacher and Ball Coach.  Texas Leadership Team member for http://www.conventionofstates.com/
Please follow my blog see below for address.","{'link': 'http://twitter.com/download/iphone', 'name': 'Twitter for iPhone'}",,[]
148,"@KATomko @carin_apter @WSJPundit @janmo5 @austinkelly70 @ABC I get the feeling that no matter what I say, it’s not going to matter. So I’ll just say this. I’m part Cherokee and I’m not offended. Personally I’m glad he called her out on it",BasingerAlan,2017-11-27 22:53:56,I’m a medically retired disabled veteran. I love my country and all her hiccups,"{'link': 'http://twitter.com/download/iphone', 'name': 'Twitter for iPhone'}",,[]
149,"@StatsBoyAndi I like the morons who are like ""my great grandma was Cherokee (bc of course, always Cherokee) and I'm not offended!""

that's great Brenda it ain't about you",kerrence,2017-11-27 22:17:01,ou alum in the upland. i wash my hands to keep away from satan.,"{'link': 'https://about.twitter.com/products/tweetdeck', 'name': 'TweetDeck'}",,[]
150,@dmartosko @TomFitton Well my family is Cherokee and we ate not offended by either. I personally am offended that we have a communist in the Senate.,kirk_bridgers,2017-11-27 20:48:07,"Carpe Vitam, Cards, God and Guns, the backbone of America retweets not endorsements
Sarcasm easier with 280 @bridgers_kirk main account","{'link': 'http://twitter.com/download/android', 'name': 'Twitter for Android'}",,[]
151,@HamptonsRugby @theblaze I’m 1/8 Cherokee and I’m not offended! #fauxcahontas,griff_jo,2017-11-05 02:06:07,once was lost but now im found,"{'link': 'http://twitter.com/download/iphone', 'name': 'Twitter for iPhone'}",,['fauxcahontas']
152,@thehill @ChrisMurphyCT @HillaryClinton @SenWarren As the grandson of a Cherokee Indian I'm not offended. What next? Change Navy and USAF rank structure because they have Chiefs.,McgauleThomas,2017-11-04 06:20:10,Proud American willing to consider all political & religious views. Defender of democracy-not political correctness. Don't hide behind fake name. Semper Fidelis,"{'link': 'http://twitter.com/download/android', 'name': 'Twitter for Android'}",,[]
153,"Idea: Art instillation with screenshots of every time someone has said ""I'm part Cherokee and I'm not offended"" to me.",dearnonnatives,2017-10-28 07:05:31,"Jisu (지수) | THEY/THEM | Little Brown Native, comin' at ya | Unapologetically 한국인 & Indigenous | Lumbee & ᏣᎳᎩᏱ ᏕᏣᏓᏂᎸᎩ | #Decolonize | #NotYourMascot | #MMIW","{'link': 'http://twitter.com/download/iphone', 'name': 'Twitter for iPhone'}",,[]
154,"@CelesteHeadlee Personally, as someone whos Mother is 1/2 Cherokee, I have never been offended by it. I'm also Wiccan and am not offended by witch costumes.",JGoulet75,2017-10-27 22:00:21,"Hard and Heavy music fan, fun lovin' goofball, guitar geek and husband to @GizmoAfterDark. Living my meh life.
#RESIST","{'link': 'http://twitter.com/download/android', 'name': 'Twitter for Android'}",,[]
155,"@FoxNews Why is an Indian chief headband offensive? I am Cherokee, and I am not offended at all. Seems like someone on the left is trying 2 make news",TommyMatthews14,2017-10-24 01:49:02,"IBM manager retired to a small ranch in Texas, raising cattle, horses, pigs, chickens and one donkey. I love sailing my boat in the Gulf, fishing and golf.","{'link': 'http://twitter.com/download/android', 'name': 'Twitter for Android'}",,[]
156,"I'm part Cherokee and I'm not offended lol this isn't racist it's history that liberals are trying to erase. https://t.co/xNPFjaZ4Jc
I was really just asked how a joke about the Trail of Tears is racist boi I’m https://t.co/aDiobvnChC",chadjackson1303,2017-10-13 03:24:27,"Son of the King! Typical southern boy I love Jesus, America, hunting and fishing.. Mathew 28 Tarleton 22| K Δ P","{'link': 'http://twitter.com/download/iphone', 'name': 'Twitter for iPhone'}",,[]
157,@ABC I don’t see any of these people giving land back to native americans? 🙄 I’m part cherokee and I’m not offended #HappyColumbusDay,annie122008,2017-10-10 02:35:08,"I’ve only been on twitter recently. I’ve been called a bot,stupid,ignorant and blocked. Much to my amusement 😊 #MAGA 🇺🇸🇺🇸🇺🇸#2A #IStandForTheFlag #POTAS","{'link': 'http://twitter.com/download/iphone', 'name': 'Twitter for iPhone'}",,['HappyColumbusDay']
158,@MarieAntoin70 @FoxNews @TuckerCarlson I’m part cherokee and I’m Not offended by columbus day! god these people need to get over it!,annie122008,2017-10-10 01:38:57,"I’ve only been on twitter recently. I’ve been called a bot,stupid,ignorant and blocked. Much to my amusement 😊 #MAGA 🇺🇸🇺🇸🇺🇸#2A #IStandForTheFlag #POTAS","{'link': 'http://twitter.com/download/iphone', 'name': 'Twitter for iPhone'}",,[]
159,"@KK4176 @nytopinion just tried of everyone whining. i’m part cherokee, i’m not offended.my ancestors owned and were slaves too. it’s part of history get over it",annie122008,2017-10-09 20:29:31,"I’ve only been on twitter recently. I’ve been called a bot,stupid,ignorant and blocked. Much to my amusement 😊 #MAGA 🇺🇸🇺🇸🇺🇸#2A #IStandForTheFlag #POTAS","{'link': 'http://twitter.com/download/iphone', 'name': 'Twitter for iPhone'}",,[]
160,@FoxNews Don’t any of these people have jobs? How do they have so much free time to protest...i’m part cherokee and Im not offended. 🙄🙄,annie122008,2017-10-09 19:43:10,"I’ve only been on twitter recently. I’ve been called a bot,stupid,ignorant and blocked. Much to my amusement 😊 #MAGA 🇺🇸🇺🇸🇺🇸#2A #IStandForTheFlag #POTAS","{'link': 'http://twitter.com/download/iphone', 'name': 'Twitter for iPhone'}",,[]
161,@Impeach_D_Trump @boycottnovell @realDonaldTrump I have cherokee on both sides of my family and I’m not offended by Columbus day. get over yourselves!,annie122008,2017-10-09 19:00:51,"I’ve only been on twitter recently. I’ve been called a bot,stupid,ignorant and blocked. Much to my amusement 😊 #MAGA 🇺🇸🇺🇸🇺🇸#2A #IStandForTheFlag #POTAS","{'link': 'http://twitter.com/download/iphone', 'name': 'Twitter for iPhone'}",,[]
162,Man. I made a FB post about how I'm Cherokee Indian and not offended by #ColumbusDay and holy shit that was a fucking mistake.,JESavageIII,2017-10-09 18:03:19,God & Family. Pro Wrestler. Show up not off. #Funko #KCXW #RedCon1,"{'link': 'http://twitter.com/download/iphone', 'name': 'Twitter for iPhone'}",,['ColumbusDay']
163,@Jai_Sins @Deadspin It's totally okay because a bunch of fans' great-grandmothers were Cherokee princesses and they're not offended. 🙄,brookiki,2017-10-06 15:29:11,“She comes with existential questions and rage.” -@fayorei Now with 100% more 🌈,"{'link': 'http://twitter.com/download/iphone', 'name': 'Twitter for iPhone'}",,[]
164,@MadisonTruel I am 1/16 Cherokee which isn't very much but still I am and I'm not offended by it,chyanne_archer,2017-09-26 14:47:32,screw you guys I’m going home                   -Eric Cartman-,"{'link': 'http://twitter.com/download/iphone', 'name': 'Twitter for iPhone'}",,[]
165,"""I'm 5% Cherokee and I'm not offended. Stop being snowflakes.""",iyahnamook1,2017-09-25 16:59:28,,"{'link': 'http://twitter.com/download/android', 'name': 'Twitter for Android'}",,[]
166,"@DieRobinsonDie also most Jewish people see ""I have Jewish ancestry"" the same way Native Americans see ""I'm 1/64th Cherokee and I'm not offended by it""",leboism,2017-09-21 21:09:25,Something resembling a journalist. Bylines here and there. Better than a chef. V makes the W sound. Pronounced LEE-bo-ism. Avi by @jojoseames,"{'link': 'http://twitter.com', 'name': 'Twitter Web Client'}",,[]
167,@TheView  I am native and not offended by redskins. Native pride all the way #cherokee,fidelswife,2017-09-12 15:18:22,I am first a momma to 3 awesome kids! I am married to my first love. I am crazy and talk waaaaay too much. Teaching  Second Language Acquisition is my passion,"{'link': 'http://twitter.com/download/android', 'name': 'Twitter for Android'}",,['cherokee']
168,"@MissusTWalker @SimonMoyaSmith ""We're only honoring,"" ""Oh shut up you SJW,"" ""My great-grandmother was a Cherokee princess and I'm not offended."" The typical replies",Rojodi,2017-09-10 16:41:44,"(row-joe-die)  54-year-old dad, caffeinated polysyllabic lover of NASCAR, IndyCar, etc, MLS, and action/adventure/thriller books. 

Red X's receive blocks!","{'link': 'http://twitter.com/download/android', 'name': 'Twitter for Android'}",,[]
169,"But once native issues come up like the mascot issue, ""I'm part Cherokee and I'm not offended"" okay Becky, you don't IDENTIFY w/ natives..",chieflikeweg,2017-08-27 16:36:33,ᎦᏚᏩ. Cherokee Nation.🔥🐢 👻: chiefweg                                                      she/her,"{'link': 'http://twitter.com/download/iphone', 'name': 'Twitter for iPhone'}",,[]
170,As someone who grew up in the Cherokee nation part of Oklahoma. They referred to themselves as Indians and were not offended.,Darckcloud723,2017-06-24 23:31:52,Lover of classic anime and games! For when I watch old (and usually trashy) anime #DarckWatches,"{'link': 'http://twitter.com/#!/download/ipad', 'name': 'Twitter for iPad'}",,[]
171,"@VrglBrwnBul @ThumbelinaIQ I am also Native American-Cherokee, and do not live on a reservation, therefore I am not offended. Reminds me of my heritage. A happy pic.",LiteWorkR,2017-05-26 22:40:34,I'm a Christian.A teacher/business owner.I love my Country.I believe everyone 2 have their Bill of Rights & Constitutional Rights. LIBERTY 4 ALL !,"{'link': 'http://twitter.com', 'name': 'Twitter Web Client'}",,[]
172,@jaketapper @JayCaruso I am married to a Cherokee and she thinks its funny.. NOT OFFENDED.  Elizabeth claiming to be NA is offensive.,OSUTULSA33,2017-04-29 14:33:59,Conservative/Pro-2A/Pro- Military/ Wildlife Biology/Bowhunter/ Proud Patriot!!  OSU Cowboys!,"{'link': 'http://twitter.com/download/android', 'name': 'Twitter for Android'}",,[]
173,@jaketapper Im Cherokee and I'm not offended at all.  I'm offended that she lied for financial gain.,kaga2020kh,2017-04-29 11:24:47,"Christian, dad, Conservative, N25.5460 W-76.7699 college football fanatic, hunting, golf and fishing.","{'link': 'http://twitter.com/download/iphone', 'name': 'Twitter for iPhone'}",,[]
174,"@gopikashine White girls defending cultural appropriation: ""Uhm! I'm 1/99738834th Cherokee, and I'm not offended so it's okay!""",meeohchan,2017-04-21 07:32:45,"If you don't stand for something, you'll fall for anything. なので, [aequitas] && carpe the fuck out of this noctem. Cannabis Attorney","{'link': 'http://twitter.com/download/iphone', 'name': 'Twitter for iPhone'}",,[]
175,@DavidSandum I'm 1/16 Cherokee and not offended.,LisaBFort,2017-04-14 20:12:03,"Certified Fund Raising Executive serving the 879,000 residents of western NC. Mom, music lover, sports enthusiast and novice painter.","{'link': 'http://twitter.com/#!/download/ipad', 'name': 'Twitter for iPad'}",,[]
176,"No, Debra, the fact that NDN mascots are harmful is not negated by the fact that you're ""1/64th Cherokee and not offended.""",emmatsalageek,2017-04-04 03:42:38,"she/her. 24. ᎠᏴᏫᏯ. pro-BDS jew. queer. spoonie. bio/psych indigenerd. pisces. super nervous caffeinated atrocity. “i’ve got cashews, i can do this all day.”","{'link': 'http://twitter.com/download/iphone', 'name': 'Twitter for iPhone'}",,[]
177,"Much Unlike Warren. I am of the Native American ancestry of the Cherokee Nation and NOT offended in any way. The song? Always a favorite.👍🏼 https://t.co/SILzjHQWmH
THE INTERNET ATTACKS WARREN
TRIBUTE VIDEO 
Silly Memes Mock Warren
NOT Native Americans.

#MAGA #NeverHillary
https://t.co/Bc8RIXp2tm",Pence4vPrez,2017-03-21 03:41:10,"No list. No Trolls. You will be blocked. #USA #MAGA #VoteRepublican #KAG #Trump  #BestPrezEver #Constitution 
  👨🏽‍⚖️You follow, I might follow.    
🤗 🍑 ✝️ 🇺🇸","{'link': 'http://twitter.com', 'name': 'Twitter Web Client'}",,[]
178,"Everyone wanna be Cherokee when they want to defend culture appropriation just so they can say ""I'm Cherokee and I'm not offended"" LIKE OK https://t.co/JCfpohU9lh",kmlavee,2017-02-20 05:09:46,23. WSU Alum. ΛΘΑ.,"{'link': 'http://twitter.com/download/iphone', 'name': 'Twitter for iPhone'}",,[]
179,"Cherokee here and I'm not offended by it. I'm offended by Elizabeth Warren for her cultural misappropriation. https://t.co/K2Pg4TP09w
@billmaher I would like to know how it is ok for a president to call a senator ""Pocahontas"" This is CLEARLY racist!!!",MissMiami,2017-02-16 11:22:56,Need to embrace my inner club kid.,"{'link': 'http://twitter.com/download/android', 'name': 'Twitter for Android'}",,[]
180,"I have Cherokee blood, and I am not offended.  IIRC, some Cherokees made some $$ selling tomahawks to Braves fans years ago.

@RuthHHopkins https://t.co/e3Fcm9BTeB
Stop with the 'Indian' costumes &amp; redface already. This is dehumanizing. Trail of tears=not a joke. Thousands died. https://t.co/D93V4pMQIn",sisalgirl,2016-12-11 16:05:02,"unorthodox follower of Christ Jesus  ###  You care for people and animals alike, O LORD. (Psalm 36:6b, New Living Translation)","{'link': 'http://twitter.com/download/android', 'name': 'Twitter for Android'}",,[]
181,@LateNightSeth I am Cherokee Indian and I'm not offended LOL,SheriReymann,2016-11-24 19:35:05,"Wife, Mom, first time Grandma! I've lived through many President's, trust me ,THIS IS NOT NORMAL!!! #FBR #theresistance #bluewave #voteblue #TraitorTrump NO DM","{'link': 'http://twitter.com/download/android', 'name': 'Twitter for Android'}",,[]
182,"@zachbayle ""My best friend's 2nd cousin is 1/6th Cherokee and he's not offended by the word."" My favorite take on the subject.",zachbayle,2016-11-21 01:35:25,A fan of sports and gas stations.,"{'link': 'http://twitter.com/download/iphone', 'name': 'Twitter for iPhone'}",,[]
183,So tired of  the #PCPolice harrassing people over NOTHING! I'm off Cherokee decent and I am NOT offended in the least. #FoxNews https://t.co/NajINkDa27,VeteranOfUSAF,2016-11-01 03:32:36,"Married.
USAF Vet.
Conservative, Trump supporter.
Prior youth pastor.
Support Israel.
HUGE @kanebrown fan! 
Watch every day 👉https://youtu.be/ukHikH_10CA","{'link': 'http://twitter.com/download/android', 'name': 'Twitter for Android'}",,['PCPolice']
184,"""I'm Native American and I'm not offended!""

*is 0.6% Cherokee and also is .00000002% of the Native population",ArryPotHead1,2016-11-01 03:11:43,feminism and football coexist here //#blacklivesmatter // uo alum,"{'link': 'http://twitter.com/download/android', 'name': 'Twitter for Android'}",,[]
185,@celestialhunty I'm Cherokee and i'm not offended. Maybe your pride is like a rafter in your eye.,OldFatNoob,2016-10-31 16:45:42,,"{'link': 'http://twitter.com', 'name': 'Twitter Web Client'}",,[]
186,"@HilaryDuff No apology necessary. As part Cherokee, I'm not offended. Halloween is fun. Be happy and remember you can't please everyone.",TheeTrueLee,2016-10-31 09:22:31,"Sleepyhead, Gamer and Anime/Manga lover by day. Full-time worker at night. I just try to live in peace while retweeting what I like.","{'link': 'http://twitter.com', 'name': 'Twitter Web Client'}",,[]
187,"@HilaryDuff Who gives a fuck, its a costume. Cherokee and not offended.",HenryGrey777,2016-10-31 00:29:00,,"{'link': 'http://twitter.com', 'name': 'Twitter Web Client'}",,[]
188,@HilaryDuff I'm Cherokee and I'm not offended? I don't know why black people are shouting offensive - what if they were cowboy and Indian?,balancedboss_,2016-10-30 22:28:16,mom to be March 2020,"{'link': 'http://twitter.com/download/iphone', 'name': 'Twitter for iPhone'}",,[]
189,@linzsports are you native at all?  I am an indigenous woman of the Keetoowah band of Cherokee--and I'm not offended by wahoo.,ChargeTheMoundx,2016-10-28 17:25:18,Happy Wife / Mama of two / Baseball & Politics / Proud Moderate 🇺🇸,"{'link': 'http://twitter.com/download/iphone', 'name': 'Twitter for iPhone'}",,[]
190,@TigerPanthrHeat @ShaunKing I'm Cherokee and not offended.,LisaBFort,2016-10-26 09:32:17,"Certified Fund Raising Executive serving the 879,000 residents of western NC. Mom, music lover, sports enthusiast and novice painter.","{'link': 'http://twitter.com/#!/download/ipad', 'name': 'Twitter for iPad'}",,[]
191,"@kevinsciretta ""Plus, I'm 1/16th Cherokee and I'm not offended.""",SeanOfKelley,2016-10-25 18:58:56,Sean Kelley. Midwestern software running on New England hardware.  he/him,"{'link': 'http://twitter.com', 'name': 'Twitter Web Client'}",,[]
192,"Only time white people want to be Native American is when they want to say they're ""1/64 cherokee and not offended by this costume!!""",lizzyalane,2016-10-19 02:50:05,no hater tots allowed. she/her. @uosojc don’t hate me!!,"{'link': 'http://twitter.com', 'name': 'Twitter Web Client'}",,[]
193,"""I'm 1/64th Cherokee Indian, and I'm not offended by the name Washington Redskins so I don't get why everyone's upset"" https://t.co/vObnpKk8FN",erin_hollowell,2016-10-18 13:32:24,"Just an Ohioan who says “y’all” now. Blue Jackets, Bulldogs and Beyoncé.","{'link': 'http://twitter.com/download/iphone', 'name': 'Twitter for iPhone'}",,[]
194,"NDN: ""this was said, I feel uncomfortable due to the underlying racism in the words.""
Non-NDN: ""well I'm 1/64 Cherokee and I'm not offended"" https://t.co/8I7gTcgNLP",kawisahawii,2016-10-14 16:50:12,"Part time scholar, full time wagonburner. She/her. QL⚖️","{'link': 'http://twitter.com/download/iphone', 'name': 'Twitter for iPhone'}",,[]
195,"she was like ""well im 1/16 cherokee and im not offended by people dressing up as indians"" like literally stfu",lostrunaways,2016-10-07 19:40:46,kylo ren isnt even canon,"{'link': 'http://twitter.com/download/iphone', 'name': 'Twitter for iPhone'}",,[]
196,"@tinyrevolution 
My Grandpas Grandmother was 100% Cherokee Indian.His skin was red and he was proud of it he was not offended by NFL mascot.",SeanGrenier,2016-09-23 01:37:24,#ItsTime to bring the Criminals to Justice!,"{'link': 'http://twitter.com/download/android', 'name': 'Twitter for Android'}",,[]
197,@bomani_jones I can see that...  My wife is Cherokee and a tribe fan.  She likes it not offended.,NBA_JG,2016-08-09 21:47:47,,"{'link': 'http://twitter.com/download/iphone', 'name': 'Twitter for iPhone'}",,[]
198,@NoBuffZone I'm part Cherokee and I'm not offended; don't speak for the pure bloods; my grandmother might feel differently rest her sole.,OldManMuscles,2016-08-04 19:20:02,"I'm the here to motivate, love, & live until I'm called to glory.","{'link': 'http://twitter.com', 'name': 'Twitter Web Client'}",,[]
199,"""i'm 1/16 cherokee and i'm not offended by the washington redskins.""
................. okay.",spacejamn,2016-08-03 03:23:09,"""stop saying sorry to everyone you bump into. this is a mosh pit."" // she/her, 22, tired bi disaster. 🛸 cha cha, real smooth. #BLM #NoBanNoWall","{'link': 'http://twitter.com', 'name': 'Twitter Web Client'}",,[]
200,@DebAlwaystrump @forexpcb @Patriot18D @vsafeswm49 I'm part Cherokee too and not offended. What's offensive is lying.,hikergirl051,2016-07-25 14:58:53,"Mother of 2 great kids, married to my best friend. I love animals, hiking, kayaking & all things outdoors. I'm a lifelong vegetarian and Christian conservative.","{'link': 'http://twitter.com/download/android', 'name': 'Twitter for Android'}",,[]
201,"@WFNYBen Yup, plus a lady my wife works with may be 1/16th Cherokee, she thinks. And she is NOT offended.",IGOHARDNOW,2016-06-06 19:19:29,"A blog about life, the universe and basketball.
Podcast on iTunes: https://t.co/ZU5vosNSj6 
and Stitcher: http://t.co/b3Plphdx5D","{'link': 'http://twitter.com', 'name': 'Twitter Web Client'}",,[]
202,@ZoltanCOMEDY I'm 1/8th Cherokee and 1/128th Shawnee and I am not offended in the slightest.,byoungcomedy,2016-05-25 21:18:07,"Christian comedian based out of San Diego, CA. Booking: brandonyoungcomedy@gmail.com http://www.brandonyoungcomedy.com","{'link': 'http://twitter.com/download/iphone', 'name': 'Twitter for iPhone'}",,[]
203,"@JoeTalkShow Speaking as a half breed I'm not offended by Redskins being part white, Korean and from my Grandma Cherokee Indian",AlanStump1,2016-05-21 00:48:01,"Single. Runner. Brother. Son. Toby's Master, yeah right, he's a Jack Russell. Grew up in Modesto, CA","{'link': 'http://twitter.com/download/android', 'name': 'Twitter for Android'}",,[]
204,"I'm not offended by the Washington Redskins. I'm Cherokee and Choctaw, and my great grandmothers walked the trail... https://t.co/XmkVHza9v7",ihidaya,2016-05-21 00:23:04,"""My single goal in this life is to leave this world a better place  than how I found it.""","{'link': 'http://www.facebook.com/twitter', 'name': 'Facebook'}",,[]
205,"@marypatriott that's right some of my heritage is Native American and I'm not offended,my great grate grandmother was 3 fourth Cherokee",joe_womble,2016-05-20 16:24:33,"like baseball,auto racing, golf,fishing and my cats.","{'link': 'http://twitter.com/download/iphone', 'name': 'Twitter for iPhone'}",,[]
206,I'm a citizen of Cherokee Nation and I am not offended in the slightest by the Redskins name. @PeteDominick @StandUpWithPete @AlfredSchulz,0011_Cederic,2016-05-20 15:56:42,"Formerly known as MI6 agent Cederic, code name 0011. I dropped out of sight while on assignment in Singapore & haven't been heard from since...until now.","{'link': 'http://twitter.com/download/iphone', 'name': 'Twitter for iPhone'}",,[]
207,"@JoGelinas @JedediahBila  No not offended.  no chief, but great, great great grandmother Cherokee Redskins and Braves fan as well.",mptennis102,2016-05-20 14:55:10,,"{'link': 'http://twitter.com/download/android', 'name': 'Twitter for Android'}",,[]
208,"I'm part Native American (Cherokee) and I'm not offended by Washington calling themselves the Redskins. Get a grip! https://t.co/UI5UVSbBJK
90% of Native Americans aren't offended by Washington Redskins name, poll shows
https://t.co/PLfgTGQWTn",msoares2272,2016-05-20 12:58:47,Trying to be better than the person I was yesterday.,"{'link': 'http://twitter.com/download/android', 'name': 'Twitter for Android'}",,[]
209,"""Yeah I'm a total .08% Cherokee and I'm not offended at all!"" https://t.co/Prl03aviBx
90% of Native Americans say they are not bothered by Redskins’ team name https://t.co/NvEjICaJN1 https://t.co/SX4DOZXhOk",jillianfinkel,2016-05-19 22:33:14,politics & history @ohiostate!,"{'link': 'http://twitter.com/download/iphone', 'name': 'Twitter for iPhone'}",,[]
210,@LoganMBooker @WGAUradio I'm not offended and I'm part Cherokee!,BonnieWatson01,2016-05-19 22:23:55,#GoDawgs 🔴⚫ #KirbStomp ❤️🖤#GoBraves #ChopOn,"{'link': 'http://twitter.com/download/android', 'name': 'Twitter for Android'}",,[]
211,@rickklein @TheresaVargas1 part Cherokee and not offended at all...,tallirisher,2016-05-19 15:13:42,"Tall swimmer, cat lover, reader, writer, photographer, married to my hubby for 45 years. Flirt who loves a good laugh.😻","{'link': 'http://twitter.com/#!/download/ipad', 'name': 'Twitter for iPad'}",,[]
212,"i remember this one tweet that was like ""my great grandfather was Cherokee i am not offended by the headdress on so and so's head"" okay?",MoonPrismNat,2016-05-09 01:00:41,"Fangirl, arroz enthusiast, nurse.","{'link': 'http://twitter.com', 'name': 'Twitter Web Client'}",,[]
213,"@BobLeyESPN I am Cherokee Indian, and are not offended by the use of Native American images in sports....Just saying https://t.co/TpbSTt8z1W",kitawny24,2016-05-05 18:55:28,"Nascar *18* Gators🐊 Bronco's.. Opinions r my own, Sir Whiskeys servant😻 #TongueOutTuesday #Pawsome #ThirstyThursday creator. Host @Discount_tags @TagRecall","{'link': 'http://twitter.com/download/android', 'name': 'Twitter for Android'}",,[]
214,@bomani_jones @ShelfLifeCC being both Cherokee Indian and white I'm not offended by the shirt or using native Americans as a mascot.,ncbeard88,2016-04-08 06:24:33,,"{'link': 'http://twitter.com/download/iphone', 'name': 'Twitter for iPhone'}",,[]
215,"Chief Wahoo is trending. Brace yourself for thousands of racist morons tweeting ""I'm 1/4048th Cherokee and I'm not offended.""",JPHaddadio,2016-04-02 17:21:34,"Repressed rageaholic.  When you get a chance, kindly let me know what the warmongers are tweeting about. They blocked me 😿","{'link': 'http://twitter.com', 'name': 'Twitter Web Client'}",,[]
216,@KXnOMorningRush I am part Cherokee and part Comanche and I am not offended by the Redskins etc. Because I am not an overly sensitive p*$$y!,DawnMarie100612,2016-03-16 12:43:01,,"{'link': 'http://twitter.com/download/android', 'name': 'Twitter for Android'}",,[]
217,"I'm tired of everyone claiming ""I'm 1/16th Cherokee and I'm not offended"" just stop. Stfu bc those of us that are, we're usually full blood.",Bekah_Pipe,2016-01-29 03:23:33,Jaxton👶🏽🌎Brandon💕,"{'link': 'http://twitter.com/download/iphone', 'name': 'Twitter for iPhone'}",,[]
218,@THR I'm so not offended by the name Redskins. And I'm cherokee Indian as is Steve O and Johnny Knoxville.,sundevilxiv,2016-01-07 23:36:15,,"{'link': 'http://twitter.com/download/android', 'name': 'Twitter for Android'}",,[]
219,"i am so fed up with sensitive people.. i AM a cherokee indian, i AM a Redskin graduate AND i am NOT offended.",LivingInLincoln,2015-11-24 20:16:24,say NO to hoa.,"{'link': 'http://www.facebook.com/twitter', 'name': 'Facebook'}",,[]
